date,maxtemp_c,mintemp_c,avgtemp_c,city,region,country,lat,lon,weekday,day_num,month_num,month,year,week,alpha-3,continent
2023-07-13,35.8,22.4,29.0,Madrid,Madrid,Spain,40.4,-3.68,thursday ,13,7,July     ,2023,28,ESP,Europe
2023-07-14,37.5,23.2,30.3,Madrid,Madrid,Spain,40.4,-3.68,friday   ,14,7,July     ,2023,28,ESP,Europe
2023-07-15,33.6,20.9,27.4,Madrid,Madrid,Spain,40.4,-3.68,saturday ,15,7,July     ,2023,28,ESP,Europe
2023-07-16,34.3,19.3,27.1,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,16,7,July     ,2023,29,ESP,Europe
2023-07-17,40.0,20.4,30.5,Madrid,Madrid,Spain,40.4,-3.68,monday   ,17,7,July     ,2023,29,ESP,Europe
2023-07-18,40.4,23.7,32.8,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,18,7,July     ,2023,29,ESP,Europe
2023-07-19,39.4,25.1,32.5,Madrid,Madrid,Spain,40.4,-3.68,wednesday,19,7,July     ,2023,29,ESP,Europe
2023-07-20,36.1,22.8,29.7,Madrid,Madrid,Spain,40.4,-3.68,thursday ,20,7,July     ,2023,29,ESP,Europe
2023-07-21,33.4,21.0,26.6,Madrid,Madrid,Spain,40.4,-3.68,friday   ,21,7,July     ,2023,29,ESP,Europe
2023-07-22,34.6,19.5,26.5,Madrid,Madrid,Spain,40.4,-3.68,saturday ,22,7,July     ,2023,29,ESP,Europe
2023-07-23,36.7,22.4,29.0,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,23,7,July     ,2023,30,ESP,Europe
2023-07-24,33.9,19.6,26.9,Madrid,Madrid,Spain,40.4,-3.68,monday   ,24,7,July     ,2023,30,ESP,Europe
2023-07-25,32.0,19.5,25.3,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,25,7,July     ,2023,30,ESP,Europe
2023-07-26,34.1,19.5,26.3,Madrid,Madrid,Spain,40.4,-3.68,wednesday,26,7,July     ,2023,30,ESP,Europe
2023-07-27,34.6,21.4,27.9,Madrid,Madrid,Spain,40.4,-3.68,thursday ,27,7,July     ,2023,30,ESP,Europe
2023-07-28,34.6,20.4,27.9,Madrid,Madrid,Spain,40.4,-3.68,friday   ,28,7,July     ,2023,30,ESP,Europe
2023-07-29,36.6,20.7,29.0,Madrid,Madrid,Spain,40.4,-3.68,saturday ,29,7,July     ,2023,30,ESP,Europe
2023-07-30,37.9,22.1,29.9,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,30,7,July     ,2023,31,ESP,Europe
2023-07-31,37.1,23.2,30.3,Madrid,Madrid,Spain,40.4,-3.68,monday   ,31,7,July     ,2023,31,ESP,Europe
2023-08-01,36.6,23.6,30.0,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,1,8,August   ,2023,31,ESP,Europe
2023-08-02,37.0,22.7,29.6,Madrid,Madrid,Spain,40.4,-3.68,wednesday,2,8,August   ,2023,31,ESP,Europe
2023-08-03,33.0,21.2,26.5,Madrid,Madrid,Spain,40.4,-3.68,thursday ,3,8,August   ,2023,31,ESP,Europe
2023-08-04,29.7,15.7,22.6,Madrid,Madrid,Spain,40.4,-3.68,friday   ,4,8,August   ,2023,31,ESP,Europe
2023-08-05,33.8,16.9,24.7,Madrid,Madrid,Spain,40.4,-3.68,saturday ,5,8,August   ,2023,31,ESP,Europe
2023-08-06,35.6,19.7,27.8,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,6,8,August   ,2023,32,ESP,Europe
2023-08-07,36.5,20.7,28.0,Madrid,Madrid,Spain,40.4,-3.68,monday   ,7,8,August   ,2023,32,ESP,Europe
2023-08-08,39.4,23.0,30.7,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,8,8,August   ,2023,32,ESP,Europe
2023-08-09,41.6,25.7,33.4,Madrid,Madrid,Spain,40.4,-3.68,wednesday,9,8,August   ,2023,32,ESP,Europe
2023-08-10,38.0,25.5,31.8,Madrid,Madrid,Spain,40.4,-3.68,thursday ,10,8,August   ,2023,32,ESP,Europe
2023-08-11,38.1,24.5,31.1,Madrid,Madrid,Spain,40.4,-3.68,friday   ,11,8,August   ,2023,32,ESP,Europe
2023-08-12,36.5,24.5,30.9,Madrid,Madrid,Spain,40.4,-3.68,saturday ,12,8,August   ,2023,32,ESP,Europe
2023-08-13,36.2,23.4,30.2,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,13,8,August   ,2023,33,ESP,Europe
2023-08-14,34.3,22.8,28.6,Madrid,Madrid,Spain,40.4,-3.68,monday   ,14,8,August   ,2023,33,ESP,Europe
2023-08-15,34.0,22.6,28.3,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,15,8,August   ,2023,33,ESP,Europe
2023-08-16,34.2,22.8,28.6,Madrid,Madrid,Spain,40.4,-3.68,wednesday,16,8,August   ,2023,33,ESP,Europe
2023-08-17,34.6,22.0,28.7,Madrid,Madrid,Spain,40.4,-3.68,thursday ,17,8,August   ,2023,33,ESP,Europe
2023-08-18,33.3,22.3,28.0,Madrid,Madrid,Spain,40.4,-3.68,friday   ,18,8,August   ,2023,33,ESP,Europe
2023-08-19,35.3,21.9,28.9,Madrid,Madrid,Spain,40.4,-3.68,saturday ,19,8,August   ,2023,33,ESP,Europe
2023-08-20,37.3,23.3,30.8,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,20,8,August   ,2023,34,ESP,Europe
2023-08-21,38.8,24.7,31.9,Madrid,Madrid,Spain,40.4,-3.68,monday   ,21,8,August   ,2023,34,ESP,Europe
2023-08-22,38.7,26.4,32.4,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,22,8,August   ,2023,34,ESP,Europe
2023-08-23,38.2,26.0,31.9,Madrid,Madrid,Spain,40.4,-3.68,wednesday,23,8,August   ,2023,34,ESP,Europe
2023-08-24,37.9,25.2,31.7,Madrid,Madrid,Spain,40.4,-3.68,thursday ,24,8,August   ,2023,34,ESP,Europe
2023-08-25,37.6,25.6,31.5,Madrid,Madrid,Spain,40.4,-3.68,friday   ,25,8,August   ,2023,34,ESP,Europe
2023-08-26,33.9,24.1,28.8,Madrid,Madrid,Spain,40.4,-3.68,saturday ,26,8,August   ,2023,34,ESP,Europe
2023-08-27,25.9,16.1,21.1,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,27,8,August   ,2023,35,ESP,Europe
2023-08-28,27.8,15.6,21.5,Madrid,Madrid,Spain,40.4,-3.68,monday   ,28,8,August   ,2023,35,ESP,Europe
2023-08-29,27.0,16.8,21.9,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,29,8,August   ,2023,35,ESP,Europe
2023-08-30,27.7,17.1,22.5,Madrid,Madrid,Spain,40.4,-3.68,wednesday,30,8,August   ,2023,35,ESP,Europe
2023-08-31,31.0,18.2,24.5,Madrid,Madrid,Spain,40.4,-3.68,thursday ,31,8,August   ,2023,35,ESP,Europe
2023-09-01,31.7,20.9,26.0,Madrid,Madrid,Spain,40.4,-3.68,friday   ,1,9,September,2023,35,ESP,Europe
2023-09-02,22.8,17.2,20.2,Madrid,Madrid,Spain,40.4,-3.68,saturday ,2,9,September,2023,35,ESP,Europe
2023-09-03,24.3,16.8,20.2,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,3,9,September,2023,36,ESP,Europe
2023-09-04,24.3,18.1,21.1,Madrid,Madrid,Spain,40.4,-3.68,monday   ,4,9,September,2023,36,ESP,Europe
2023-09-05,27.4,19.4,23.5,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,5,9,September,2023,36,ESP,Europe
2023-09-06,29.4,20.6,24.9,Madrid,Madrid,Spain,40.4,-3.68,wednesday,6,9,September,2023,36,ESP,Europe
2023-09-07,29.0,21.2,25.4,Madrid,Madrid,Spain,40.4,-3.68,thursday ,7,9,September,2023,36,ESP,Europe
2023-09-08,30.9,22.1,26.6,Madrid,Madrid,Spain,40.4,-3.68,friday   ,8,9,September,2023,36,ESP,Europe
2023-09-09,28.6,21.4,25.4,Madrid,Madrid,Spain,40.4,-3.68,saturday ,9,9,September,2023,36,ESP,Europe
2023-09-10,29.0,21.1,25.1,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,10,9,September,2023,37,ESP,Europe
2023-09-11,26.8,19.8,24.0,Madrid,Madrid,Spain,40.4,-3.68,monday   ,11,9,September,2023,37,ESP,Europe
2023-09-12,27.2,20.6,23.8,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,12,9,September,2023,37,ESP,Europe
2023-09-13,27.9,19.5,23.9,Madrid,Madrid,Spain,40.4,-3.68,wednesday,13,9,September,2023,37,ESP,Europe
2023-09-14,28.7,19.6,23.6,Madrid,Madrid,Spain,40.4,-3.68,thursday ,14,9,September,2023,37,ESP,Europe
2023-09-15,24.7,17.4,20.3,Madrid,Madrid,Spain,40.4,-3.68,friday   ,15,9,September,2023,37,ESP,Europe
2023-09-16,24.5,18.4,21.3,Madrid,Madrid,Spain,40.4,-3.68,saturday ,16,9,September,2023,37,ESP,Europe
2023-09-17,21.9,17.6,19.1,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,17,9,September,2023,38,ESP,Europe
2023-09-18,21.3,14.6,17.9,Madrid,Madrid,Spain,40.4,-3.68,monday   ,18,9,September,2023,38,ESP,Europe
2023-09-19,23.6,16.0,19.9,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,19,9,September,2023,38,ESP,Europe
2023-09-20,24.0,17.4,20.7,Madrid,Madrid,Spain,40.4,-3.68,wednesday,20,9,September,2023,38,ESP,Europe
2023-09-21,18.5,14.7,16.6,Madrid,Madrid,Spain,40.4,-3.68,thursday ,21,9,September,2023,38,ESP,Europe
2023-09-22,20.9,13.0,16.9,Madrid,Madrid,Spain,40.4,-3.68,friday   ,22,9,September,2023,38,ESP,Europe
2023-09-23,22.9,14.1,18.6,Madrid,Madrid,Spain,40.4,-3.68,saturday ,23,9,September,2023,38,ESP,Europe
2023-09-24,26.4,16.6,21.4,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,24,9,September,2023,39,ESP,Europe
2023-09-25,27.8,18.0,23.0,Madrid,Madrid,Spain,40.4,-3.68,monday   ,25,9,September,2023,39,ESP,Europe
2023-09-26,27.8,18.5,23.0,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,26,9,September,2023,39,ESP,Europe
2023-09-27,28.0,19.0,23.4,Madrid,Madrid,Spain,40.4,-3.68,wednesday,27,9,September,2023,39,ESP,Europe
2023-09-28,28.7,19.7,24.2,Madrid,Madrid,Spain,40.4,-3.68,thursday ,28,9,September,2023,39,ESP,Europe
2023-09-29,30.5,20.7,25.5,Madrid,Madrid,Spain,40.4,-3.68,friday   ,29,9,September,2023,39,ESP,Europe
2023-09-30,30.7,20.8,25.7,Madrid,Madrid,Spain,40.4,-3.68,saturday ,30,9,September,2023,39,ESP,Europe
2023-10-01,31.2,21.1,26.0,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,1,10,October  ,2023,40,ESP,Europe
2023-10-02,29.4,20.9,24.9,Madrid,Madrid,Spain,40.4,-3.68,monday   ,2,10,October  ,2023,40,ESP,Europe
2023-10-03,29.5,20.5,24.9,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,3,10,October  ,2023,40,ESP,Europe
2023-10-04,29.0,19.3,24.0,Madrid,Madrid,Spain,40.4,-3.68,wednesday,4,10,October  ,2023,40,ESP,Europe
2023-10-05,30.0,20.5,25.0,Madrid,Madrid,Spain,40.4,-3.68,thursday ,5,10,October  ,2023,40,ESP,Europe
2023-10-06,30.3,20.8,25.2,Madrid,Madrid,Spain,40.4,-3.68,friday   ,6,10,October  ,2023,40,ESP,Europe
2023-10-07,29.6,20.8,25.0,Madrid,Madrid,Spain,40.4,-3.68,saturday ,7,10,October  ,2023,40,ESP,Europe
2023-10-08,29.1,20.8,24.8,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,8,10,October  ,2023,41,ESP,Europe
2023-10-09,28.6,20.3,24.4,Madrid,Madrid,Spain,40.4,-3.68,monday   ,9,10,October  ,2023,41,ESP,Europe
2023-10-10,28.6,19.6,24.0,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,10,10,October  ,2023,41,ESP,Europe
2023-10-11,27.5,18.4,22.8,Madrid,Madrid,Spain,40.4,-3.68,wednesday,11,10,October  ,2023,41,ESP,Europe
2023-10-12,27.2,18.4,22.7,Madrid,Madrid,Spain,40.4,-3.68,thursday ,12,10,October  ,2023,41,ESP,Europe
2023-10-13,24.9,17.9,21.5,Madrid,Madrid,Spain,40.4,-3.68,friday   ,13,10,October  ,2023,41,ESP,Europe
2023-10-14,21.5,15.4,17.5,Madrid,Madrid,Spain,40.4,-3.68,saturday ,14,10,October  ,2023,41,ESP,Europe
2023-10-15,22.0,15.8,18.7,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,15,10,October  ,2023,42,ESP,Europe
2023-10-16,20.1,15.9,18.2,Madrid,Madrid,Spain,40.4,-3.68,monday   ,16,10,October  ,2023,42,ESP,Europe
2023-10-17,21.8,16.6,19.0,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,17,10,October  ,2023,42,ESP,Europe
2023-10-18,19.8,15.8,17.5,Madrid,Madrid,Spain,40.4,-3.68,wednesday,18,10,October  ,2023,42,ESP,Europe
2023-10-19,16.5,14.2,15.2,Madrid,Madrid,Spain,40.4,-3.68,thursday ,19,10,October  ,2023,42,ESP,Europe
2023-10-20,15.2,10.4,12.3,Madrid,Madrid,Spain,40.4,-3.68,friday   ,20,10,October  ,2023,42,ESP,Europe
2023-10-21,15.3,8.9,11.9,Madrid,Madrid,Spain,40.4,-3.68,saturday ,21,10,October  ,2023,42,ESP,Europe
2023-10-22,18.5,11.1,14.4,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,22,10,October  ,2023,43,ESP,Europe
2023-10-23,15.8,10.9,12.8,Madrid,Madrid,Spain,40.4,-3.68,monday   ,23,10,October  ,2023,43,ESP,Europe
2023-10-24,15.1,9.7,12.2,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,24,10,October  ,2023,43,ESP,Europe
2023-10-25,18.2,11.7,14.2,Madrid,Madrid,Spain,40.4,-3.68,wednesday,25,10,October  ,2023,43,ESP,Europe
2023-10-26,17.7,12.8,15.1,Madrid,Madrid,Spain,40.4,-3.68,thursday ,26,10,October  ,2023,43,ESP,Europe
2023-10-27,15.5,10.3,12.8,Madrid,Madrid,Spain,40.4,-3.68,friday   ,27,10,October  ,2023,43,ESP,Europe
2023-10-28,15.3,11.0,12.9,Madrid,Madrid,Spain,40.4,-3.68,saturday ,28,10,October  ,2023,43,ESP,Europe
2023-10-29,15.9,12.9,13.9,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,29,10,October  ,2023,44,ESP,Europe
2023-10-30,14.0,10.8,12.7,Madrid,Madrid,Spain,40.4,-3.68,monday   ,30,10,October  ,2023,44,ESP,Europe
2023-10-31,12.4,9.1,10.6,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,31,10,October  ,2023,44,ESP,Europe
2023-11-01,13.9,8.8,11.1,Madrid,Madrid,Spain,40.4,-3.68,wednesday,1,11,November ,2023,44,ESP,Europe
2023-11-02,15.0,7.4,12.4,Madrid,Madrid,Spain,40.4,-3.68,thursday ,2,11,November ,2023,44,ESP,Europe
2023-11-03,12.2,7.8,9.5,Madrid,Madrid,Spain,40.4,-3.68,friday   ,3,11,November ,2023,44,ESP,Europe
2023-11-04,14.2,9.1,11.3,Madrid,Madrid,Spain,40.4,-3.68,saturday ,4,11,November ,2023,44,ESP,Europe
2023-11-05,12.8,7.7,9.8,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,5,11,November ,2023,45,ESP,Europe
2023-11-06,12.4,7.4,9.5,Madrid,Madrid,Spain,40.4,-3.68,monday   ,6,11,November ,2023,45,ESP,Europe
2023-11-07,12.0,5.8,8.8,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,7,11,November ,2023,45,ESP,Europe
2023-11-08,12.2,7.8,9.6,Madrid,Madrid,Spain,40.4,-3.68,wednesday,8,11,November ,2023,45,ESP,Europe
2023-11-09,14.6,8.7,11.1,Madrid,Madrid,Spain,40.4,-3.68,thursday ,9,11,November ,2023,45,ESP,Europe
2023-11-10,14.2,8.4,11.1,Madrid,Madrid,Spain,40.4,-3.68,friday   ,10,11,November ,2023,45,ESP,Europe
2023-11-11,16.3,10.9,13.1,Madrid,Madrid,Spain,40.4,-3.68,saturday ,11,11,November ,2023,45,ESP,Europe
2023-11-12,18.3,11.7,14.4,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,12,11,November ,2023,46,ESP,Europe
2023-11-13,17.9,11.4,14.3,Madrid,Madrid,Spain,40.4,-3.68,monday   ,13,11,November ,2023,46,ESP,Europe
2023-11-14,19.0,11.7,14.9,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,14,11,November ,2023,46,ESP,Europe
2023-11-15,18.3,12.3,15.1,Madrid,Madrid,Spain,40.4,-3.68,wednesday,15,11,November ,2023,46,ESP,Europe
2023-11-16,19.7,12.8,15.5,Madrid,Madrid,Spain,40.4,-3.68,thursday ,16,11,November ,2023,46,ESP,Europe
2023-11-17,18.7,12.6,15.4,Madrid,Madrid,Spain,40.4,-3.68,friday   ,17,11,November ,2023,46,ESP,Europe
2023-11-18,19.2,11.9,15.1,Madrid,Madrid,Spain,40.4,-3.68,saturday ,18,11,November ,2023,46,ESP,Europe
2023-11-19,19.6,12.0,15.3,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,19,11,November ,2023,47,ESP,Europe
2023-11-20,18.5,11.4,14.5,Madrid,Madrid,Spain,40.4,-3.68,monday   ,20,11,November ,2023,47,ESP,Europe
2023-11-21,13.4,8.8,11.2,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,21,11,November ,2023,47,ESP,Europe
2023-11-22,13.0,7.0,9.5,Madrid,Madrid,Spain,40.4,-3.68,wednesday,22,11,November ,2023,47,ESP,Europe
2023-11-23,13.2,5.3,8.7,Madrid,Madrid,Spain,40.4,-3.68,thursday ,23,11,November ,2023,47,ESP,Europe
2023-11-24,13.8,6.2,9.5,Madrid,Madrid,Spain,40.4,-3.68,friday   ,24,11,November ,2023,47,ESP,Europe
2023-11-25,14.7,7.1,10.5,Madrid,Madrid,Spain,40.4,-3.68,saturday ,25,11,November ,2023,47,ESP,Europe
2023-11-26,13.2,7.6,10.1,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,26,11,November ,2023,48,ESP,Europe
2023-11-27,14.4,7.4,10.5,Madrid,Madrid,Spain,40.4,-3.68,monday   ,27,11,November ,2023,48,ESP,Europe
2023-11-28,14.2,9.4,11.3,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,28,11,November ,2023,48,ESP,Europe
2023-11-29,12.7,10.2,11.6,Madrid,Madrid,Spain,40.4,-3.68,wednesday,29,11,November ,2023,48,ESP,Europe
2023-11-30,14.7,12.1,12.9,Madrid,Madrid,Spain,40.4,-3.68,thursday ,30,11,November ,2023,48,ESP,Europe
2023-12-01,13.7,6.7,9.4,Madrid,Madrid,Spain,40.4,-3.68,friday   ,1,12,December ,2023,48,ESP,Europe
2023-12-02,10.6,5.2,7.4,Madrid,Madrid,Spain,40.4,-3.68,saturday ,2,12,December ,2023,48,ESP,Europe
2023-12-03,8.7,4.3,6.3,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,3,12,December ,2023,49,ESP,Europe
2023-12-04,10.5,5.5,7.3,Madrid,Madrid,Spain,40.4,-3.68,monday   ,4,12,December ,2023,49,ESP,Europe
2023-12-05,8.7,4.8,6.8,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,5,12,December ,2023,49,ESP,Europe
2023-12-06,10.0,4.6,7.1,Madrid,Madrid,Spain,40.4,-3.68,wednesday,6,12,December ,2023,49,ESP,Europe
2023-12-07,9.4,6.4,7.7,Madrid,Madrid,Spain,40.4,-3.68,thursday ,7,12,December ,2023,49,ESP,Europe
2023-12-08,11.4,7.7,9.0,Madrid,Madrid,Spain,40.4,-3.68,friday   ,8,12,December ,2023,49,ESP,Europe
2023-12-09,12.9,6.9,9.4,Madrid,Madrid,Spain,40.4,-3.68,saturday ,9,12,December ,2023,49,ESP,Europe
2023-12-10,13.7,8.3,10.4,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,10,12,December ,2023,50,ESP,Europe
2023-12-11,13.2,7.8,10.2,Madrid,Madrid,Spain,40.4,-3.68,monday   ,11,12,December ,2023,50,ESP,Europe
2023-12-12,12.9,9.0,10.8,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,12,12,December ,2023,50,ESP,Europe
2023-12-13,11.1,7.3,9.4,Madrid,Madrid,Spain,40.4,-3.68,wednesday,13,12,December ,2023,50,ESP,Europe
2023-12-14,10.8,4.4,7.3,Madrid,Madrid,Spain,40.4,-3.68,thursday ,14,12,December ,2023,50,ESP,Europe
2023-12-15,12.9,5.2,8.2,Madrid,Madrid,Spain,40.4,-3.68,friday   ,15,12,December ,2023,50,ESP,Europe
2023-12-16,12.1,4.8,7.9,Madrid,Madrid,Spain,40.4,-3.68,saturday ,16,12,December ,2023,50,ESP,Europe
2023-12-17,11.4,4.8,7.6,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,17,12,December ,2023,51,ESP,Europe
2023-12-18,11.3,4.4,7.3,Madrid,Madrid,Spain,40.4,-3.68,monday   ,18,12,December ,2023,51,ESP,Europe
2023-12-19,12.2,4.9,7.8,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,19,12,December ,2023,51,ESP,Europe
2023-12-20,10.3,4.0,6.2,Madrid,Madrid,Spain,40.4,-3.68,wednesday,20,12,December ,2023,51,ESP,Europe
2023-12-21,11.9,4.1,7.2,Madrid,Madrid,Spain,40.4,-3.68,thursday ,21,12,December ,2023,51,ESP,Europe
2023-12-22,12.0,4.9,7.8,Madrid,Madrid,Spain,40.4,-3.68,friday   ,22,12,December ,2023,51,ESP,Europe
2023-12-23,12.1,4.9,7.8,Madrid,Madrid,Spain,40.4,-3.68,saturday ,23,12,December ,2023,51,ESP,Europe
2023-12-24,10.8,4.2,6.9,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,24,12,December ,2023,52,ESP,Europe
2023-12-25,10.5,4.4,6.9,Madrid,Madrid,Spain,40.4,-3.68,monday   ,25,12,December ,2023,52,ESP,Europe
2023-12-26,11.4,4.0,7.0,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,26,12,December ,2023,52,ESP,Europe
2023-12-27,11.0,4.1,6.9,Madrid,Madrid,Spain,40.4,-3.68,wednesday,27,12,December ,2023,52,ESP,Europe
2023-12-28,10.0,4.6,6.6,Madrid,Madrid,Spain,40.4,-3.68,thursday ,28,12,December ,2023,52,ESP,Europe
2023-12-29,10.9,4.8,7.3,Madrid,Madrid,Spain,40.4,-3.68,friday   ,29,12,December ,2023,52,ESP,Europe
2023-12-30,11.2,5.3,7.7,Madrid,Madrid,Spain,40.4,-3.68,saturday ,30,12,December ,2023,52,ESP,Europe
2023-12-31,8.3,4.5,6.3,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,31,12,December ,2023,53,ESP,Europe
2023-02-01,19.8,8.3,13.4,Bogota,Cundinamarca,Colombia,4.6,-74.08,wednesday,1,2,February ,2023,5,COL,Americas
2023-02-02,20.2,9.1,14.0,Bogota,Cundinamarca,Colombia,4.6,-74.08,thursday ,2,2,February ,2023,5,COL,Americas
2023-02-03,20.9,6.7,13.6,Bogota,Cundinamarca,Colombia,4.6,-74.08,friday   ,3,2,February ,2023,5,COL,Americas
2023-02-04,18.5,8.2,13.3,Bogota,Cundinamarca,Colombia,4.6,-74.08,saturday ,4,2,February ,2023,5,COL,Americas
2023-02-05,21.0,8.6,13.5,Bogota,Cundinamarca,Colombia,4.6,-74.08,sunday   ,5,2,February ,2023,6,COL,Americas
2023-02-06,17.9,8.8,13.3,Bogota,Cundinamarca,Colombia,4.6,-74.08,monday   ,6,2,February ,2023,6,COL,Americas
2023-02-07,19.4,8.8,13.7,Bogota,Cundinamarca,Colombia,4.6,-74.08,tuesday  ,7,2,February ,2023,6,COL,Americas
2023-02-08,19.8,9.5,14.0,Bogota,Cundinamarca,Colombia,4.6,-74.08,wednesday,8,2,February ,2023,6,COL,Americas
2023-02-09,18.9,10.0,14.1,Bogota,Cundinamarca,Colombia,4.6,-74.08,thursday ,9,2,February ,2023,6,COL,Americas
2023-02-10,21.3,10.0,14.4,Bogota,Cundinamarca,Colombia,4.6,-74.08,friday   ,10,2,February ,2023,6,COL,Americas
2023-02-11,20.0,10.3,14.2,Bogota,Cundinamarca,Colombia,4.6,-74.08,saturday ,11,2,February ,2023,6,COL,Americas
2023-02-12,19.8,10.5,14.9,Bogota,Cundinamarca,Colombia,4.6,-74.08,sunday   ,12,2,February ,2023,7,COL,Americas
2023-02-13,19.5,11.2,15.2,Bogota,Cundinamarca,Colombia,4.6,-74.08,monday   ,13,2,February ,2023,7,COL,Americas
2023-02-14,19.7,12.9,15.5,Bogota,Cundinamarca,Colombia,4.6,-74.08,tuesday  ,14,2,February ,2023,7,COL,Americas
2023-02-15,19.6,11.6,15.0,Bogota,Cundinamarca,Colombia,4.6,-74.08,wednesday,15,2,February ,2023,7,COL,Americas
2023-02-16,19.8,11.9,14.9,Bogota,Cundinamarca,Colombia,4.6,-74.08,thursday ,16,2,February ,2023,7,COL,Americas
2023-02-17,18.1,11.9,14.4,Bogota,Cundinamarca,Colombia,4.6,-74.08,friday   ,17,2,February ,2023,7,COL,Americas
2023-02-18,18.0,10.1,14.0,Bogota,Cundinamarca,Colombia,4.6,-74.08,saturday ,18,2,February ,2023,7,COL,Americas
2023-02-19,18.4,10.2,13.7,Bogota,Cundinamarca,Colombia,4.6,-74.08,sunday   ,19,2,February ,2023,8,COL,Americas
2023-02-20,16.5,10.1,12.9,Bogota,Cundinamarca,Colombia,4.6,-74.08,monday   ,20,2,February ,2023,8,COL,Americas
2023-02-21,17.9,9.6,13.6,Bogota,Cundinamarca,Colombia,4.6,-74.08,tuesday  ,21,2,February ,2023,8,COL,Americas
2023-02-22,17.5,9.9,13.3,Bogota,Cundinamarca,Colombia,4.6,-74.08,wednesday,22,2,February ,2023,8,COL,Americas
2023-02-23,19.5,9.4,13.8,Bogota,Cundinamarca,Colombia,4.6,-74.08,thursday ,23,2,February ,2023,8,COL,Americas
2023-02-24,19.7,9.0,14.1,Bogota,Cundinamarca,Colombia,4.6,-74.08,friday   ,24,2,February ,2023,8,COL,Americas
2023-02-25,21.0,9.4,14.3,Bogota,Cundinamarca,Colombia,4.6,-74.08,saturday ,25,2,February ,2023,8,COL,Americas
2023-02-26,20.7,7.7,14.1,Bogota,Cundinamarca,Colombia,4.6,-74.08,sunday   ,26,2,February ,2023,9,COL,Americas
2023-02-27,21.2,8.3,14.5,Bogota,Cundinamarca,Colombia,4.6,-74.08,monday   ,27,2,February ,2023,9,COL,Americas
2023-02-28,19.0,9.3,14.1,Bogota,Cundinamarca,Colombia,4.6,-74.08,tuesday  ,28,2,February ,2023,9,COL,Americas
2023-03-01,17.1,9.9,14.1,Bogota,Cundinamarca,Colombia,4.6,-74.08,wednesday,1,3,March    ,2023,9,COL,Americas
2023-03-02,19.3,11.8,15.1,Bogota,Cundinamarca,Colombia,4.6,-74.08,thursday ,2,3,March    ,2023,9,COL,Americas
2023-03-03,20.4,10.5,14.8,Bogota,Cundinamarca,Colombia,4.6,-74.08,friday   ,3,3,March    ,2023,9,COL,Americas
2023-03-04,18.3,11.3,14.7,Bogota,Cundinamarca,Colombia,4.6,-74.08,saturday ,4,3,March    ,2023,9,COL,Americas
